累计确诊,累计治愈,累计死亡,疑似,时间,地点
75,59,1,0,2020/03/03,内蒙古
125,106,1,0,2020/03/03,辽宁
93,84,1,0,2020/03/03,吉林
480,372,13,0,2020/03/03,黑龙江
338,294,3,0,2020/03/03,上海
631,565,0,0,2020/03/03,江苏
1225,1107,1,0,2020/03/03,浙江
990,941,6,0,2020/03/03,安徽
296,261,1,0,2020/03/03,福建
935,884,1,0,2020/03/03,江西
758,511,6,0,2020/03/03,山东
1272,1234,22,0,2020/03/03,河南
67332,38556,2871,0,2020/03/03,湖北
1018,913,4,0,2020/03/03,湖南
1350,1129,7,0,2020/03/03,广东
252,210,2,0,2020/03/03,广西
168,155,5,0,2020/03/03,海南
576,490,6,0,2020/03/03,重庆
538,400,3,0,2020/03/03,四川
146,114,2,0,2020/03/03,贵州
174,169,2,0,2020/03/03,云南
1,1,0,0,2020/03/03,西藏
245,218,1,0,2020/03/03,陕西
91,86,2,0,2020/03/03,甘肃
18,18,0,0,2020/03/03,青海
75,69,0,0,2020/03/03,宁夏
76,68,3,0,2020/03/03,新疆
42,12,1,0,2020/03/03,台湾
100,37,2,0,2020/03/03,香港
10,9,0,0,2020/03/03,澳门
418,297,8,0,2020/03/04,北京
136,128,3,0,2020/03/04,天津
318,301,6,0,2020/03/04,河北
133,124,0,0,2020/03/04,山西
75,63,1,0,2020/03/04,内蒙古
125,106,1,0,2020/03/04,辽宁
93,86,1,0,2020/03/04,吉林
481,379,13,0,2020/03/04,黑龙江
338,298,3,0,2020/03/04,上海
631,580,0,0,2020/03/04,江苏
1227,1130,1,0,2020/03/04,浙江
990,956,6,0,2020/03/04,安徽
296,270,1,0,2020/03/04,福建
935,901,1,0,2020/03/04,江西
758,576,6,0,2020/03/04,山东
1272,1239,22,0,2020/03/04,河南
67466,40479,2902,0,2020/03/04,湖北
1018,933,4,0,2020/03/04,湖南
1350,1159,7,0,2020/03/04,广东
252,213,2,0,2020/03/04,广西
168,158,5,0,2020/03/04,海南
576,502,6,0,2020/03/04,重庆
539,418,3,0,2020/03/04,四川
146,114,2,0,2020/03/04,贵州
174,169,2,0,2020/03/04,云南
1,1,0,0,2020/03/04,西藏
245,222,1,0,2020/03/04,陕西
91,87,2,0,2020/03/04,甘肃
18,18,0,0,2020/03/04,青海
75,69,0,0,2020/03/04,宁夏
76,69,3,0,2020/03/04,新疆
42,12,1,0,2020/03/04,台湾
104,43,2,0,2020/03/04,香港
10,9,0,0,2020/03/04,澳门
422,298,8,0,2020/03/05,北京
136,128,3,0,2020/03/05,天津
318,304,6,0,2020/03/05,河北
133,126,0,0,2020/03/05,山西
75,65,1,0,2020/03/05,内蒙古
125,106,1,0,2020/03/05,辽宁
93,88,1,0,2020/03/05,吉林
481,380,13,0,2020/03/05,黑龙江
339,303,3,0,2020/03/05,上海
631,588,0,0,2020/03/05,江苏
1227,1153,1,0,2020/03/05,浙江
990,970,6,0,2020/03/05,安徽
296,278,1,0,2020/03/05,福建
935,908,1,0,2020/03/05,江西
758,602,6,0,2020/03/05,山东
1272,1241,22,0,2020/03/05,河南
67592,41966,2931,0,2020/03/05,湖北
1018,946,4,0,2020/03/05,湖南
1351,1209,7,0,2020/03/05,广东
252,217,2,0,2020/03/05,广西
168,158,6,0,2020/03/05,海南
576,512,6,0,2020/03/05,重庆
539,428,3,0,2020/03/05,四川
146,114,2,0,2020/03/05,贵州
174,169,2,0,2020/03/05,云南
1,1,0,0,2020/03/05,西藏
245,224,1,0,2020/03/05,陕西
102,87,2,0,2020/03/05,甘肃
18,18,0,0,2020/03/05,青海
75,69,0,0,2020/03/05,宁夏
76,70,3,0,2020/03/05,新疆
44,12,1,0,2020/03/05,台湾
104,46,2,0,2020/03/05,香港
10,9,0,0,2020/03/05,澳门
426,303,8,0,2020/03/06,北京
136,128,3,0,2020/03/06,天津
318,305,6,0,2020/03/06,河北
133,126,0,0,2020/03/06,山西
75,65,1,0,2020/03/06,内蒙古
125,106,1,0,2020/03/06,辽宁
93,90,1,0,2020/03/06,吉林
481,402,13,0,2020/03/06,黑龙江
342,306,3,0,2020/03/06,上海
631,601,0,0,2020/03/06,江苏
1227,1161,1,0,2020/03/06,浙江
990,979,6,0,2020/03/06,安徽
296,284,1,0,2020/03/06,福建
935,916,1,0,2020/03/06,江西
758,625,6,0,2020/03/06,山东
1272,1243,22,0,2020/03/06,河南
67666,43468,2959,0,2020/03/06,湖北
1018,959,4,0,2020/03/06,湖南
1352,1233,7,0,2020/03/06,广东
252,219,2,0,2020/03/06,广西
168,158,6,0,2020/03/06,海南
576,520,6,0,2020/03/06,重庆
539,448,3,0,2020/03/06,四川
146,115,2,0,2020/03/06,贵州
174,170,2,0,2020/03/06,云南
1,1,0,0,2020/03/06,西藏
245,226,1,0,2020/03/06,陕西
119,87,2,0,2020/03/06,甘肃
18,18,0,0,2020/03/06,青海
75,71,0,0,2020/03/06,宁夏
76,71,3,0,2020/03/06,新疆
45,12,1,0,2020/03/06,台湾
107,51,2,0,2020/03/06,香港
10,10,0,0,2020/03/06,澳门
428,308,8,0,2020/03/07,北京
136,128,3,0,2020/03/07,天津
318,307,6,0,2020/03/07,河北
133,126,0,0,2020/03/07,山西
75,68,1,0,2020/03/07,内蒙古
125,108,1,0,2020/03/07,辽宁
93,90,1,0,2020/03/07,吉林
481,409,13,0,2020/03/07,黑龙江
342,313,3,0,2020/03/07,上海
631,610,0,0,2020/03/07,江苏
1227,1169,1,0,2020/03/07,浙江
990,981,6,0,2020/03/07,安徽
296,295,1,0,2020/03/07,福建
935,918,1,0,2020/03/07,江西
758,637,6,0,2020/03/07,山东
1272,1246,22,0,2020/03/07,河南
67707,45011,2986,0,2020/03/07,湖北
1018,965,4,0,2020/03/07,湖南
1352,1250,7,0,2020/03/07,广东
252,223,2,0,2020/03/07,广西
168,158,6,0,2020/03/07,海南
576,526,6,0,2020/03/07,重庆
539,457,3,0,2020/03/07,四川
146,117,2,0,2020/03/07,贵州
174,170,2,0,2020/03/07,云南
1,1,0,0,2020/03/07,西藏
245,226,1,0,2020/03/07,陕西
120,87,2,0,2020/03/07,甘肃
18,18,0,0,2020/03/07,青海
75,71,0,0,2020/03/07,宁夏
76,72,3,0,2020/03/07,新疆
45,13,1,0,2020/03/07,台湾
109,55,2,0,2020/03/07,香港
10,10,0,0,2020/03/07,澳门
428,315,8,0,2020/03/08,北京
136,129,3,0,2020/03/08,天津
318,307,6,0,2020/03/08,河北
133,126,0,0,2020/03/08,山西
75,70,1,0,2020/03/08,内蒙古
125,109,1,0,2020/03/08,辽宁
93,90,1,0,2020/03/08,吉林
481,421,13,0,2020/03/08,黑龙江
342,314,3,0,2020/03/08,上海
631,618,0,0,2020/03/08,江苏
1227,1182,1,0,2020/03/08,浙江
990,984,6,0,2020/03/08,安徽
296,295,1,0,2020/03/08,福建
935,923,1,0,2020/03/08,江西
758,647,6,0,2020/03/08,山东
1272,1247,22,0,2020/03/08,河南
67743,46433,3007,0,2020/03/08,湖北
1018,979,4,0,2020/03/08,湖南
1352,1260,8,0,2020/03/08,广东
252,230,2,0,2020/03/08,广西
168,159,6,0,2020/03/08,海南
576,527,6,0,2020/03/08,重庆
539,465,3,0,2020/03/08,四川
146,123,2,0,2020/03/08,贵州
174,170,2,0,2020/03/08,云南
1,1,0,0,2020/03/08,西藏
245,227,1,0,2020/03/08,陕西
124,87,2,0,2020/03/08,甘肃
18,18,0,0,2020/03/08,青海
75,71,0,0,2020/03/08,宁夏
76,73,3,0,2020/03/08,新疆
45,15,1,0,2020/03/08,台湾
114,59,3,0,2020/03/08,香港
10,10,0,0,2020/03/08,澳门
429,320,8,0,2020/03/09,北京
136,130,3,0,2020/03/09,天津
318,307,6,0,2020/03/09,河北
133,127,0,0,2020/03/09,山西
75,70,1,0,2020/03/09,内蒙古
125,110,1,0,2020/03/09,辽宁
93,91,1,0,2020/03/09,吉林
481,434,13,0,2020/03/09,黑龙江
342,315,3,0,2020/03/09,上海
631,622,0,0,2020/03/09,江苏
1227,1190,1,0,2020/03/09,浙江
990,984,6,0,2020/03/09,安徽
296,295,1,0,2020/03/09,福建
935,927,1,0,2020/03/09,江西
758,703,6,0,2020/03/09,山东
1272,1247,22,0,2020/03/09,河南
67760,47585,3024,0,2020/03/09,湖北
1018,988,4,0,2020/03/09,湖南
1353,1270,8,0,2020/03/09,广东
252,234,2,0,2020/03/09,广西
168,159,6,0,2020/03/09,海南
576,542,6,0,2020/03/09,重庆
539,470,3,0,2020/03/09,四川
146,129,2,0,2020/03/09,贵州
174,170,2,0,2020/03/09,云南
1,1,0,0,2020/03/09,西藏
245,227,1,0,2020/03/09,陕西
124,88,2,0,2020/03/09,甘肃
18,18,0,0,2020/03/09,青海
75,71,0,0,2020/03/09,宁夏
76,73,3,0,2020/03/09,新疆
45,15,1,0,2020/03/09,台湾
115,60,3,0,2020/03/09,香港
10,10,0,0,2020/03/09,澳门
435,326,8,0,2020/03/10,北京
136,131,3,0,2020/03/10,天津
318,307,6,0,2020/03/10,河北
133,131,0,0,2020/03/10,山西
75,70,1,0,2020/03/10,内蒙古
125,111,1,0,2020/03/10,辽宁
93,91,1,0,2020/03/10,吉林
482,435,13,0,2020/03/10,黑龙江
344,319,3,0,2020/03/10,上海
631,627,0,0,2020/03/10,江苏
1227,1205,1,0,2020/03/10,浙江
990,984,6,0,2020/03/10,安徽
296,295,1,0,2020/03/10,福建
935,932,1,0,2020/03/10,江西
759,721,6,0,2020/03/10,山东
1272,1249,22,0,2020/03/10,河南
67773,49056,3046,0,2020/03/10,湖北
1018,995,4,0,2020/03/10,湖南
1353,1282,8,0,2020/03/10,广东
252,237,2,0,2020/03/10,广西
168,159,6,0,2020/03/10,海南
576,547,6,0,2020/03/10,重庆
539,484,3,0,2020/03/10,四川
146,133,2,0,2020/03/10,贵州
174,170,2,0,2020/03/10,云南
1,1,0,0,2020/03/10,西藏
245,227,1,0,2020/03/10,陕西
125,88,2,0,2020/03/10,甘肃
18,18,0,0,2020/03/10,青海
75,71,0,0,2020/03/10,宁夏
76,73,3,0,2020/03/10,新疆
47,17,1,0,2020/03/10,台湾
120,65,3,0,2020/03/10,香港
10,10,0,0,2020/03/10,澳门
435,334,8,0,2020/03/11,北京
136,132,3,0,2020/03/11,天津
318,307,6,0,2020/03/11,河北
133,131,0,0,2020/03/11,山西
75,71,1,0,2020/03/11,内蒙古
125,111,1,0,2020/03/11,辽宁
93,91,1,0,2020/03/11,吉林
482,440,13,0,2020/03/11,黑龙江
344,320,3,0,2020/03/11,上海
631,628,0,0,2020/03/11,江苏
1227,1209,1,0,2020/03/11,浙江
990,984,6,0,2020/03/11,安徽
296,295,1,0,2020/03/11,福建
935,934,1,0,2020/03/11,江西
760,733,6,0,2020/03/11,山东
1273,1249,22,0,2020/03/11,河南
67781,50298,3056,0,2020/03/11,湖北
1018,998,4,0,2020/03/11,湖南
1356,1288,8,0,2020/03/11,广东
252,241,2,0,2020/03/11,广西
168,160,6,0,2020/03/11,海南
576,554,6,0,2020/03/11,重庆
539,494,3,0,2020/03/11,四川
146,137,2,0,2020/03/11,贵州
174,170,2,0,2020/03/11,云南
1,1,0,0,2020/03/11,西藏
245,232,2,0,2020/03/11,陕西
127,88,2,0,2020/03/11,甘肃
18,18,0,0,2020/03/11,青海
75,72,0,0,2020/03/11,宁夏
76,73,3,0,2020/03/11,新疆
48,17,1,0,2020/03/11,台湾
129,67,3,0,2020/03/11,香港
10,10,0,0,2020/03/11,澳门
436,342,8,0,2020/03/12,北京
136,132,3,0,2020/03/12,天津
318,310,6,0,2020/03/12,河北
133,132,0,0,2020/03/12,山西
75,71,1,0,2020/03/12,内蒙古
125,112,1,0,2020/03/12,辽宁
93,91,1,0,2020/03/12,吉林
482,446,13,0,2020/03/12,黑龙江
346,321,3,0,2020/03/12,上海
631,630,0,0,2020/03/12,江苏
1227,1209,1,0,2020/03/12,浙江
990,984,6,0,2020/03/12,安徽
296,295,1,0,2020/03/12,福建
935,934,1,0,2020/03/12,江西
760,739,7,0,2020/03/12,山东
1273,1249,22,0,2020/03/12,河南
67786,51553,3062,0,2020/03/12,湖北
1018,1004,4,0,2020/03/12,湖南
1356,1296,8,0,2020/03/12,广东
252,243,2,0,2020/03/12,广西
168,160,6,0,2020/03/12,海南
576,564,6,0,2020/03/12,重庆
539,500,3,0,2020/03/12,四川
146,140,2,0,2020/03/12,贵州
174,170,2,0,2020/03/12,云南
1,1,0,0,2020/03/12,西藏
245,232,2,0,2020/03/12,陕西
127,88,2,0,2020/03/12,甘肃
18,18,0,0,2020/03/12,青海
75,72,0,0,2020/03/12,宁夏
76,73,3,0,2020/03/12,新疆
49,20,1,0,2020/03/12,台湾
131,75,3,0,2020/03/12,香港
10,10,0,0,2020/03/12,澳门
437,349,8,0,2020/03/13,北京
136,132,3,0,2020/03/13,天津
318,310,6,0,2020/03/13,河北
133,133,0,0,2020/03/13,山西
75,71,1,0,2020/03/13,内蒙古
125,113,1,0,2020/03/13,辽宁
93,91,1,0,2020/03/13,吉林
482,447,13,0,2020/03/13,黑龙江
350,324,3,0,2020/03/13,上海
631,630,0,0,2020/03/13,江苏
1227,1211,1,0,2020/03/13,浙江
990,984,6,0,2020/03/13,安徽
296,295,1,0,2020/03/13,福建
935,934,1,0,2020/03/13,江西
760,740,7,0,2020/03/13,山东
1273,1249,22,0,2020/03/13,河南
67790,52943,3075,0,2020/03/13,湖北
1018,1009,4,0,2020/03/13,湖南
1356,1299,8,0,2020/03/13,广东
252,243,2,0,2020/03/13,广西
168,160,6,0,2020/03/13,海南
576,566,6,0,2020/03/13,重庆
539,510,3,0,2020/03/13,四川
146,143,2,0,2020/03/13,贵州
174,170,2,0,2020/03/13,云南
1,1,0,0,2020/03/13,西藏
245,232,2,0,2020/03/13,陕西
129,89,2,0,2020/03/13,甘肃
18,18,0,0,2020/03/13,青海
75,72,0,0,2020/03/13,宁夏
76,73,3,0,2020/03/13,新疆
50,20,1,0,2020/03/13,台湾
137,78,4,0,2020/03/13,香港
10,10,0,0,2020/03/13,澳门
442,353,8,0,2020/03/14,北京
136,132,3,0,2020/03/14,天津
318,310,6,0,2020/03/14,河北
133,133,0,0,2020/03/14,山西
75,71,1,0,2020/03/14,内蒙古
125,113,1,0,2020/03/14,辽宁
93,91,1,0,2020/03/14,吉林
482,453,13,0,2020/03/14,黑龙江
353,324,3,0,2020/03/14,上海
631,631,0,0,2020/03/14,江苏
1231,1211,1,0,2020/03/14,浙江
990,984,6,0,2020/03/14,安徽
296,295,1,0,2020/03/14,福建
935,934,1,0,2020/03/14,江西
760,741,7,0,2020/03/14,山东
1273,1250,22,0,2020/03/14,河南
67794,54278,3085,0,2020/03/14,湖北
1018,1014,4,0,2020/03/14,湖南
1357,1303,8,0,2020/03/14,广东
252,243,2,0,2020/03/14,广西
168,160,6,0,2020/03/14,海南
576,569,6,0,2020/03/14,重庆
539,515,3,0,2020/03/14,四川
146,143,2,0,2020/03/14,贵州
174,172,2,0,2020/03/14,云南
1,1,0,0,2020/03/14,西藏
245,232,2,0,2020/03/14,陕西
132,91,2,0,2020/03/14,甘肃
18,18,0,0,2020/03/14,青海
75,73,0,0,2020/03/14,宁夏
76,73,3,0,2020/03/14,新疆
53,20,1,0,2020/03/14,台湾
141,81,4,0,2020/03/14,香港
10,10,0,0,2020/03/14,澳门
446,358,8,0,2020/03/15,北京
136,133,3,0,2020/03/15,天津
318,310,6,0,2020/03/15,河北
133,133,0,0,2020/03/15,山西
75,71,1,0,2020/03/15,内蒙古
125,114,1,0,2020/03/15,辽宁
93,92,1,0,2020/03/15,吉林
482,454,13,0,2020/03/15,黑龙江
355,324,3,0,2020/03/15,上海
631,631,0,0,2020/03/15,江苏
1231,1213,1,0,2020/03/15,浙江
990,984,6,0,2020/03/15,安徽
296,295,1,0,2020/03/15,福建
935,934,1,0,2020/03/15,江西
760,743,7,0,2020/03/15,山东
1273,1250,22,0,2020/03/15,河南
67798,55094,3099,0,2020/03/15,湖北
1018,1014,4,0,2020/03/15,湖南
1361,1306,8,0,2020/03/15,广东
252,247,2,0,2020/03/15,广西
168,160,6,0,2020/03/15,海南
576,570,6,0,2020/03/15,重庆
539,516,3,0,2020/03/15,四川
146,143,2,0,2020/03/15,贵州
175,172,2,0,2020/03/15,云南
1,1,0,0,2020/03/15,西藏
245,232,2,0,2020/03/15,陕西
133,91,2,0,2020/03/15,甘肃
18,18,0,0,2020/03/15,青海
75,73,0,0,2020/03/15,宁夏
76,73,3,0,2020/03/15,新疆
59,20,1,0,2020/03/15,台湾
148,84,4,0,2020/03/15,香港
10,10,0,0,2020/03/15,澳门
455,368,8,0,2020/03/16,北京
136,133,3,0,2020/03/16,天津
318,310,6,0,2020/03/16,河北
133,133,0,0,2020/03/16,山西
75,73,1,0,2020/03/16,内蒙古
125,119,1,0,2020/03/16,辽宁
93,92,1,0,2020/03/16,吉林
482,456,13,0,2020/03/16,黑龙江
358,325,3,0,2020/03/16,上海
631,631,0,0,2020/03/16,江苏
1232,1216,1,0,2020/03/16,浙江
990,984,6,0,2020/03/16,安徽
296,295,1,0,2020/03/16,福建
935,934,1,0,2020/03/16,江西
761,746,7,0,2020/03/16,山东
1273,1250,22,0,2020/03/16,河南
67799,55987,3111,0,2020/03/16,湖北
1018,1014,4,0,2020/03/16,湖南
1364,1307,8,0,2020/03/16,广东
253,248,2,0,2020/03/16,广西
168,161,6,0,2020/03/16,海南
576,570,6,0,2020/03/16,重庆
539,520,3,0,2020/03/16,四川
146,144,2,0,2020/03/16,贵州
176,172,2,0,2020/03/16,云南
1,1,0,0,2020/03/16,西藏
246,233,3,0,2020/03/16,陕西
133,91,2,0,2020/03/16,甘肃
18,18,0,0,2020/03/16,青海
75,75,0,0,2020/03/16,宁夏
76,73,3,0,2020/03/16,新疆
67,22,1,0,2020/03/16,台湾
157,88,4,0,2020/03/16,香港
11,10,0,0,2020/03/16,澳门
458,373,8,0,2020/03/17,北京
136,133,3,0,2020/03/17,天津
318,310,6,0,2020/03/17,河北
133,133,0,0,2020/03/17,山西
75,73,1,0,2020/03/17,内蒙古
125,122,1,0,2020/03/17,辽宁
93,92,1,0,2020/03/17,吉林
482,459,13,0,2020/03/17,黑龙江
361,325,3,0,2020/03/17,上海
631,631,0,0,2020/03/17,江苏
1232,1216,1,0,2020/03/17,浙江
990,984,6,0,2020/03/17,安徽
296,295,1,0,2020/03/17,福建
935,934,1,0,2020/03/17,江西
761,746,7,0,2020/03/17,山东
1273,1250,22,0,2020/03/17,河南
67800,56883,3122,0,2020/03/17,湖北
1018,1014,4,0,2020/03/17,湖南
1369,1312,8,0,2020/03/17,广东
253,250,2,0,2020/03/17,广西
168,161,6,0,2020/03/17,海南
576,570,6,0,2020/03/17,重庆
540,525,3,0,2020/03/17,四川
146,144,2,0,2020/03/17,贵州
176,172,2,0,2020/03/17,云南
1,1,0,0,2020/03/17,西藏
246,236,3,0,2020/03/17,陕西
133,91,2,0,2020/03/17,甘肃
18,18,0,0,2020/03/17,青海
75,75,0,0,2020/03/17,宁夏
76,73,3,0,2020/03/17,新疆
77,22,1,0,2020/03/17,台湾
167,92,4,0,2020/03/17,香港
13,10,0,0,2020/03/17,澳门
479,379,8,0,2020/03/18,北京
136,133,3,0,2020/03/18,天津
318,310,6,0,2020/03/18,河北
133,133,0,0,2020/03/18,山西
75,74,1,0,2020/03/18,内蒙古
125,122,1,0,2020/03/18,辽宁
93,92,1,0,2020/03/18,吉林
483,460,13,0,2020/03/18,黑龙江
363,326,3,0,2020/03/18,上海
631,631,0,0,2020/03/18,江苏
1233,1217,1,0,2020/03/18,浙江
990,984,6,0,2020/03/18,安徽
296,295,1,0,2020/03/18,福建
935,934,1,0,2020/03/18,江西
761,747,7,0,2020/03/18,山东
1273,1250,22,0,2020/03/18,河南
67800,57678,3130,0,2020/03/18,湖北
1018,1014,4,0,2020/03/18,湖南
1378,1318,8,0,2020/03/18,广东
253,250,2,0,2020/03/18,广西
168,161,6,0,2020/03/18,海南
576,570,6,0,2020/03/18,重庆
540,531,3,0,2020/03/18,四川
146,144,2,0,2020/03/18,贵州
176,172,2,0,2020/03/18,云南
1,1,0,0,2020/03/18,西藏
246,237,3,0,2020/03/18,陕西
133,91,2,0,2020/03/18,甘肃
18,18,0,0,2020/03/18,青海
75,75,0,0,2020/03/18,宁夏
76,73,3,0,2020/03/18,新疆
100,22,1,0,2020/03/18,台湾
192,95,4,0,2020/03/18,香港
15,10,0,0,2020/03/18,澳门
485,384,8,0,2020/03/19,北京
137,133,3,0,2020/03/19,天津
318,310,6,0,2020/03/19,河北
133,133,0,0,2020/03/19,山西
75,74,1,0,2020/03/19,内蒙古
126,122,2,0,2020/03/19,辽宁
93,92,1,0,2020/03/19,吉林
484,463,13,0,2020/03/19,黑龙江
371,326,3,0,2020/03/19,上海
631,631,0,0,2020/03/19,江苏
1234,1219,1,0,2020/03/19,浙江
990,984,6,0,2020/03/19,安徽
299,295,1,0,2020/03/19,福建
935,934,1,0,2020/03/19,江西
762,748,7,0,2020/03/19,山东
1273,1250,22,0,2020/03/19,河南
67800,58381,3132,0,2020/03/19,湖北
1018,1014,4,0,2020/03/19,湖南
1392,1322,8,0,2020/03/19,广东
254,250,2,0,2020/03/19,广西
168,161,6,0,2020/03/19,海南
576,570,6,0,2020/03/19,重庆
541,536,3,0,2020/03/19,四川
146,144,2,0,2020/03/19,贵州
176,172,2,0,2020/03/19,云南
1,1,0,0,2020/03/19,西藏
247,237,3,0,2020/03/19,陕西
134,98,2,0,2020/03/19,甘肃
18,18,0,0,2020/03/19,青海
75,75,0,0,2020/03/19,宁夏
76,73,3,0,2020/03/19,新疆
108,26,1,0,2020/03/19,台湾
208,98,4,0,2020/03/19,香港
17,10,0,0,2020/03/19,澳门
499,392,8,0,2020/03/20,北京
137,133,3,0,2020/03/20,天津
318,310,6,0,2020/03/20,河北
133,133,0,0,2020/03/20,山西
75,74,1,0,2020/03/20,内蒙古
126,122,2,0,2020/03/20,辽宁
93,92,1,0,2020/03/20,吉林
484,463,13,0,2020/03/20,黑龙江
380,326,3,0,2020/03/20,上海
631,631,0,0,2020/03/20,江苏
1236,1219,1,0,2020/03/20,浙江
990,984,6,0,2020/03/20,安徽
303,295,1,0,2020/03/20,福建
935,934,1,0,2020/03/20,江西
764,749,7,0,2020/03/20,山东
1273,1250,22,0,2020/03/20,河南
67800,58942,3139,0,2020/03/20,湖北
1018,1014,4,0,2020/03/20,湖南
1399,1325,8,0,2020/03/20,广东
254,250,2,0,2020/03/20,广西
168,161,6,0,2020/03/20,海南
576,570,6,0,2020/03/20,重庆
542,536,3,0,2020/03/20,四川
146,144,2,0,2020/03/20,贵州
176,172,2,0,2020/03/20,云南
1,1,0,0,2020/03/20,西藏
248,239,3,0,2020/03/20,陕西
134,113,2,0,2020/03/20,甘肃
18,18,0,0,2020/03/20,青海
75,75,0,0,2020/03/20,宁夏
76,73,3,0,2020/03/20,新疆
135,28,2,0,2020/03/20,台湾
256,98,4,0,2020/03/20,香港
17,10,0,0,2020/03/20,澳门
512,398,8,0,2020/03/21,北京
137,133,3,0,2020/03/21,天津
319,310,6,0,2020/03/21,河北
133,133,0,0,2020/03/21,山西
75,74,1,0,2020/03/21,内蒙古
126,122,2,0,2020/03/21,辽宁
93,92,1,0,2020/03/21,吉林
484,465,13,0,2020/03/21,黑龙江
394,327,4,0,2020/03/21,上海
633,631,0,0,2020/03/21,江苏
1237,1219,1,0,2020/03/21,浙江
990,984,6,0,2020/03/21,安徽
307,295,1,0,2020/03/21,福建
936,934,1,0,2020/03/21,江西
765,750,7,0,2020/03/21,山东
1273,1250,22,0,2020/03/21,河南
67800,59432,3144,0,2020/03/21,湖北
1018,1014,4,0,2020/03/21,湖南
1407,1329,8,0,2020/03/21,广东
254,250,2,0,2020/03/21,广西
168,161,6,0,2020/03/21,海南
576,570,6,0,2020/03/21,重庆
543,536,3,0,2020/03/21,四川
146,144,2,0,2020/03/21,贵州
176,172,2,0,2020/03/21,云南
1,1,0,0,2020/03/21,西藏
248,239,3,0,2020/03/21,陕西
134,113,2,0,2020/03/21,甘肃
18,18,0,0,2020/03/21,青海
75,75,0,0,2020/03/21,宁夏
76,73,3,0,2020/03/21,新疆
153,28,2,0,2020/03/21,台湾
273,100,4,0,2020/03/21,香港
18,10,0,0,2020/03/21,澳门
522,400,8,0,2020/03/22,北京
137,133,3,0,2020/03/22,天津
319,310,6,0,2020/03/22,河北
133,133,0,0,2020/03/22,山西
75,74,1,0,2020/03/22,内蒙古
127,124,2,0,2020/03/22,辽宁
93,92,1,0,2020/03/22,吉林
484,465,13,0,2020/03/22,黑龙江
404,328,4,0,2020/03/22,上海
633,631,0,0,2020/03/22,江苏
1238,1221,1,0,2020/03/22,浙江
990,984,6,0,2020/03/22,安徽
313,295,1,0,2020/03/22,福建
936,934,1,0,2020/03/22,江西
767,751,7,0,2020/03/22,山东
1274,1250,22,0,2020/03/22,河南
67800,59879,3153,0,2020/03/22,湖北
1018,1014,4,0,2020/03/22,湖南
1413,1332,8,0,2020/03/22,广东
254,250,2,0,2020/03/22,广西
168,161,6,0,2020/03/22,海南
577,570,6,0,2020/03/22,重庆
543,536,3,0,2020/03/22,四川
146,144,2,0,2020/03/22,贵州
176,172,2,0,2020/03/22,云南
1,1,0,0,2020/03/22,西藏
248,239,3,0,2020/03/22,陕西
136,114,2,0,2020/03/22,甘肃
18,18,0,0,2020/03/22,青海
75,75,0,0,2020/03/22,宁夏
76,73,3,0,2020/03/22,新疆
169,28,2,0,2020/03/22,台湾
317,100,4,0,2020/03/22,香港
21,10,0,0,2020/03/22,澳门
554,401,8,0,2020/03/23,北京
141,133,3,0,2020/03/23,天津
319,310,6,0,2020/03/23,河北
134,133,0,0,2020/03/23,山西
75,74,1,0,2020/03/23,内蒙古
127,124,2,0,2020/03/23,辽宁
93,92,1,0,2020/03/23,吉林
484,468,13,0,2020/03/23,黑龙江
414,329,4,0,2020/03/23,上海
636,631,0,0,2020/03/23,江苏
1240,1221,1,0,2020/03/23,浙江
990,984,6,0,2020/03/23,安徽
318,295,1,0,2020/03/23,福建
936,934,1,0,2020/03/23,江西
768,752,7,0,2020/03/23,山东
1274,1250,22,0,2020/03/23,河南
67801,60323,3160,0,2020/03/23,湖北
1018,1014,4,0,2020/03/23,湖南
1428,1333,8,0,2020/03/23,广东
254,250,2,0,2020/03/23,广西
168,161,6,0,2020/03/23,海南
578,570,6,0,2020/03/23,重庆
545,536,3,0,2020/03/23,四川
146,144,2,0,2020/03/23,贵州
176,172,2,0,2020/03/23,云南
1,1,0,0,2020/03/23,西藏
249,240,3,0,2020/03/23,陕西
136,118,2,0,2020/03/23,甘肃
18,18,0,0,2020/03/23,青海
75,75,0,0,2020/03/23,宁夏
76,73,3,0,2020/03/23,新疆
195,29,2,0,2020/03/23,台湾
356,101,4,0,2020/03/23,香港
25,10,0,0,2020/03/23,澳门
559,401,8,0,2020/03/24,北京
145,133,3,0,2020/03/24,天津
319,310,6,0,2020/03/24,河北
134,133,0,0,2020/03/24,山西
77,74,1,0,2020/03/24,内蒙古
127,124,2,0,2020/03/24,辽宁
94,92,1,0,2020/03/24,吉林
484,468,13,0,2020/03/24,黑龙江
433,330,5,0,2020/03/24,上海
638,631,0,0,2020/03/24,江苏
1241,1221,1,0,2020/03/24,浙江
990,984,6,0,2020/03/24,安徽
322,295,1,0,2020/03/24,福建
936,934,1,0,2020/03/24,江西
769,752,7,0,2020/03/24,山东
1274,1250,22,0,2020/03/24,河南
67801,60810,3163,0,2020/03/24,湖北
1018,1014,4,0,2020/03/24,湖南
1433,1334,8,0,2020/03/24,广东
254,250,2,0,2020/03/24,广西
168,162,6,0,2020/03/24,海南
578,570,6,0,2020/03/24,重庆
547,536,3,0,2020/03/24,四川
